Zip Code,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
62378,0.18,0.099,0.136,0.2,0.385

61322,0.012,0.019,0.156,0.208,0.605

62013,0.082,0.06,0.219,0.366,0.273

61014,0.03,0.064,0.12,0.19,0.596

62622,0.103,0.08,0.19,0.187,0.441

61803,0,0.067,0.08,0.192,0.661

62517,0.059,0.057,0.091,0.19,0.603

62477,0.127,0.089,0.107,0.226,0.451

62434,0.062,0.115,0.145,0.306,0.372

62293,0.102,0.063,0.083,0.166,0.587

62474,0.112,0.055,0.201,0.221,0.411

60179,0.023,0.021,0.072,0.162,0.722

62442,0.146,0.196,0.047,0.219,0.392

62467,0.095,0.075,0.194,0.212,0.424

60129,0.007,0.012,0.034,0.191,0.756

62512,0.035,0.106,0.073,0.28,0.507

61942,0.048,0.061,0.105,0.191,0.594

60199,0.01,0.01,0.056,0.163,0.76

61940,0.174,0.09,0.131,0.208,0.398

62476,0.086,0.148,0.233,0.306,0.228

62467,0.072,0.072,0.214,0.232,0.41

62854,0.069,0.076,0.156,0.229,0.47

60962,0.011,0.082,0.167,0.172,0.567

62856,0.099,0.166,0.119,0.211,0.405

61543,0.016,0.03,0.311,0.199,0.444

62954,0.201,0.06,0.128,0.238,0.373

62044,0.136,0.029,0.109,0.217,0.508

60450,0.056,0.056,0.105,0.183,0.599

62935,0.138,0.179,0.1,0.21,0.373

62358,0.147,0.154,0.125,0.163,0.411

62982,0.163,0.072,0.235,0.191,0.34

61425,0.096,0.044,0.101,0.155,0.604

61414,0.067,0.072,0.061,0.203,0.597

60922,0.097,0.168,0.069,0.242,0.424

62902,0.066,0.078,0.151,0.209,0.496

62434,0.099,0.135,0.131,0.254,0.38

62877,0.122,0.126,0.08,0.279,0.393

62063,0.074,0.079,0.124,0.185,0.537

61041,0.034,0.104,0.22,0.178,0.465

62923,0.124,0.05,0.189,0.141,0.496

60539,0.013,0.026,0.048,0.165,0.748

60913,0.044,0.084,0.096,0.249,0.527

60554,0.001,0.009,0.065,0.136,0.788

61402,0.035,0.031,0.194,0.246,0.494

60086,0.02,0.018,0.046,0.146,0.769

61371,0.018,0.046,0.113,0.267,0.556

62417,0.197,0.157,0.105,0.281,0.26

61310,0.013,0.054,0.058,0.224,0.65

60962,0.03,0.147,0.08,0.234,0.51

62643,0.046,0.045,0.23,0.128,0.551

61416,0.041,0.091,0.097,0.182,0.59

60180,0.03,0.012,0.066,0.176,0.716

61709,0.085,0.062,0.091,0.201,0.561

62532,0.016,0.062,0.088,0.286,0.549

62023,0.015,0.05,0.147,0.227,0.561

62273,0.035,0.045,0.083,0.189,0.648

62870,0.1,0.093,0.101,0.302,0.404

61760,0.048,0.083,0.133,0.198,0.538

62633,0.238,0.031,0.292,0.126,0.313

62953,0.097,0.043,0.232,0.256,0.373

62675,0.102,0.047,0.138,0.172,0.54

61442,0.039,0.066,0.11,0.215,0.571

62279,0.003,0.04,0.112,0.174,0.67

62690,0.018,0.05,0.091,0.316,0.525

62611,0.05,0.062,0.177,0.178,0.533

61928,0.081,0.073,0.213,0.243,0.39

61043,0.053,0.045,0.129,0.184,0.589

61641,0.039,0.036,0.096,0.251,0.577

62238,0.055,0.092,0.104,0.358,0.392

61875,0.003,0.052,0.06,0.198,0.688

62352,0.138,0.079,0.218,0.205,0.36

62928,0.104,0.054,0.213,0.214,0.415

62941,0.117,0.064,0.189,0.225,0.405

61340,0.021,0.025,0.168,0.251,0.535

62238,0.008,0.032,0.117,0.391,0.452

62419,0.111,0.151,0.107,0.3,0.331

61273,0.078,0.025,0.066,0.235,0.596

62293,0.032,0.027,0.037,0.138,0.767

62946,0.117,0.106,0.111,0.204,0.462

62716,0.017,0.03,0.155,0.233,0.564

62367,0.132,0.1,0.152,0.198,0.417

62628,0.113,0.057,0.148,0.162,0.52

61928,0.07,0.047,0.168,0.245,0.469

61434,0.013,0.101,0.058,0.155,0.672

61060,0.036,0.059,0.041,0.222,0.644

61571,0.044,0.04,0.141,0.215,0.56

62923,0.1,0.078,0.162,0.195,0.466

61870,0.023,0.119,0.088,0.266,0.504

62460,0.078,0.113,0.271,0.325,0.212

61474,0.042,0.02,0.141,0.276,0.522

62255,0.118,0.046,0.053,0.327,0.456

62843,0.086,0.142,0.128,0.3,0.345

62862,0.19,0.144,0.095,0.239,0.332

61251,0.025,0.066,0.042,0.218,0.649

60475,0.041,0.024,0.062,0.134,0.739

62902,0.095,0.122,0.136,0.183,0.464

61016,0.031,0.03,0.089,0.193,0.657

61760,0.062,0.067,0.112,0.242,0.517

46733,0.136,0.047,0.16,0.348,0.309

46854,0.07,0.14,0.099,0.228,0.464

47226,0.138,0.084,0.085,0.286,0.406

47995,0.082,0.126,0.112,0.183,0.496

47369,0.093,0.152,0.106,0.203,0.447

46071,0.052,0.085,0.142,0.308,0.413

47201,0.055,0.061,0.041,0.184,0.66

46979,0.059,0.104,0.17,0.22,0.447

46942,0.037,0.192,0.283,0.206,0.283

47177,0.068,0.06,0.141,0.228,0.501

47833,0.122,0.073,0.112,0.226,0.466

47930,0.088,0.033,0.132,0.285,0.462

47513,0.067,0.089,0.118,0.261,0.465

47449,0.049,0.061,0.13,0.214,0.546

47031,0.083,0.1,0.168,0.277,0.371

47244,0.175,0.083,0.101,0.204,0.437

46788,0.109,0.074,0.118,0.149,0.55

47305,0.095,0.109,0.124,0.197,0.475

47513,0.01,0.105,0.086,0.25,0.55

46507,0.03,0.097,0.094,0.252,0.528

47322,0.161,0.041,0.048,0.237,0.514

47146,0.053,0.086,0.154,0.233,0.474

47918,0.077,0.089,0.147,0.212,0.474

47035,0.07,0.082,0.104,0.199,0.545

46975,0.142,0.114,0.128,0.217,0.399

47649,0.09,0.1,0.204,0.255,0.351

46070,0.053,0.108,0.133,0.311,0.393

47449,0.099,0.027,0.081,0.235,0.558

46050,0.07,0.051,0.049,0.234,0.596

46239,0.068,0.04,0.166,0.306,0.42

47120,0.094,0.084,0.205,0.258,0.359

46103,0.054,0.052,0.113,0.257,0.523

46186,0.183,0.148,0.125,0.111,0.434

46979,0.008,0.083,0.183,0.301,0.426

46702,0.15,0.182,0.053,0.199,0.416

47201,0.097,0.098,0.105,0.388,0.312

47995,0.186,0.1,0.065,0.328,0.321

47369,0.141,0.139,0.157,0.235,0.328

47227,0.083,0.219,0.218,0.225,0.255

47227,0.095,0.105,0.172,0.308,0.319

46259,0.057,0.094,0.1,0.192,0.557

47557,0.158,0.125,0.121,0.259,0.338

46502,0.073,0.147,0.089,0.195,0.496

46771,0.059,0.082,0.171,0.236,0.452

46406,0.043,0.057,0.088,0.219,0.592

46574,0.084,0.075,0.168,0.206,0.466

47467,0.092,0.117,0.109,0.191,0.491

46051,0.062,0.084,0.15,0.145,0.559

46213,0.051,0.053,0.116,0.232,0.548

46513,0.12,0.103,0.159,0.229,0.389

47449,0.041,0.064,0.123,0.223,0.55

46911,0.054,0.125,0.253,0.226,0.343

46151,0.037,0.037,0.094,0.242,0.591

47965,0.07,0.116,0.168,0.156,0.49

47456,0.06,0.131,0.136,0.188,0.485

47943,0.102,0.153,0.092,0.338,0.316

46795,0.057,0.11,0.135,0.197,0.5

47017,0.06,0.078,0.18,0.223,0.459

47513,0.096,0.086,0.073,0.315,0.43

47833,0.094,0.038,0.087,0.282,0.5

47862,0.116,0.111,0.174,0.195,0.405

47513,0.01,0.109,0.087,0.252,0.542

47584,0.052,0.089,0.163,0.2,0.495

46393,0.05,0.1,0.108,0.231,0.512

47612,0.132,0.056,0.115,0.226,0.472

46996,0.135,0.219,0.171,0.253,0.223

47456,0.075,0.162,0.204,0.194,0.366

47382,0.128,0.13,0.228,0.179,0.336

47031,0.054,0.074,0.15,0.294,0.429

46104,0.133,0.118,0.063,0.279,0.408

46635,0.031,0.04,0.102,0.228,0.598

47230,0.036,0.073,0.168,0.263,0.46

47234,0.16,0.057,0.177,0.193,0.413

47532,0.017,0.134,0.104,0.216,0.529

46996,0.177,0.151,0.088,0.219,0.365

46795,0.04,0.089,0.17,0.169,0.532

47866,0.127,0.071,0.077,0.207,0.517

47020,0.089,0.125,0.209,0.234,0.344

47918,0.093,0.083,0.102,0.204,0.518

46979,0.033,0.082,0.089,0.444,0.352

47325,0.095,0.053,0.106,0.178,0.569

47703,0.07,0.039,0.115,0.234,0.542

47847,0.113,0.105,0.134,0.223,0.426

47851,0.118,0.064,0.102,0.25,0.466

46911,0.07,0.11,0.237,0.202,0.381

47918,0.079,0.115,0.092,0.223,0.492

47537,0.045,0.038,0.117,0.252,0.548

47120,0.097,0.074,0.062,0.356,0.411

47335,0.162,0.09,0.138,0.261,0.348

46781,0.205,0.05,0.077,0.337,0.332

47995,0.056,0.177,0.194,0.189,0.384

46818,0.061,0.186,0.132,0.16,0.46

50837,0.073,0.128,0.128,0.307,0.364

50837,0.148,0.11,0.15,0.311,0.281

52140,0.138,0.049,0.132,0.212,0.469

52594,0.044,0.11,0.239,0.193,0.413

50058,0.224,0.073,0.194,0.187,0.322

52354,0.098,0.067,0.13,0.2,0.504

50643,0.032,0.053,0.18,0.289,0.447

50031,0.09,0.08,0.1,0.197,0.533

50658,0.048,0.062,0.197,0.268,0.424

52218,0.021,0.124,0.087,0.394,0.373

51033,0.183,0.062,0.26,0.207,0.288

50660,0.052,0.094,0.208,0.23,0.417

50551,0.212,0.117,0.213,0.153,0.304

50058,0.153,0.11,0.241,0.139,0.358

50274,0.341,0.07,0.124,0.238,0.227

52777,0.026,0.096,0.142,0.355,0.381

50402,0.061,0.365,0.146,0.213,0.215

51058,0.183,0.105,0.221,0.182,0.309

52171,0.075,0.136,0.197,0.236,0.356

50174,0.078,0.167,0.143,0.194,0.418

51058,0.224,0.035,0.112,0.189,0.441

52050,0.123,0.084,0.137,0.284,0.371

52751,0.092,0.13,0.079,0.269,0.43

51436,0.089,0.045,0.141,0.064,0.66

50266,0.036,0.102,0.118,0.26,0.485

52594,0.038,0.101,0.249,0.201,0.411

50144,0.248,0.132,0.258,0.068,0.294

52050,0.035,0.137,0.137,0.408,0.283

52660,0.135,0.081,0.109,0.122,0.553

51363,0.276,0.027,0.091,0.173,0.433

52004,0.037,0.155,0.189,0.189,0.43

50531,0.241,0.083,0.067,0.181,0.428

52166,0.054,0.075,0.128,0.349,0.394

50658,0.063,0.271,0.148,0.25,0.268

50431,0.088,0.278,0.187,0.186,0.261

51645,0.048,0.061,0.071,0.209,0.611

50059,0.116,0.141,0.235,0.153,0.354

50643,0.038,0.042,0.203,0.238,0.48

50058,0.162,0.073,0.143,0.283,0.34

50130,0.143,0.118,0.129,0.153,0.457

50430,0.08,0.384,0.146,0.174,0.216

50227,0.074,0.075,0.195,0.214,0.441

51558,0.118,0.044,0.094,0.178,0.565

52654,0.123,0.142,0.091,0.183,0.461

52171,0.077,0.151,0.176,0.183,0.413

50430,0.243,0.268,0.147,0.102,0.24

51018,0.153,0.094,0.246,0.128,0.38

52251,0.027,0.149,0.135,0.239,0.45

52075,0.032,0.096,0.229,0.232,0.411

50242,0.102,0.105,0.233,0.212,0.347

52557,0.074,0.116,0.221,0.191,0.398

52243,0.014,0.044,0.069,0.2,0.673

52312,0.04,0.105,0.165,0.336,0.355

50255,0.035,0.126,0.287,0.28,0.272

50430,0.135,0.318,0.101,0.173,0.272

52649,0.17,0.146,0.131,0.161,0.392

52219,0.039,0.081,0.115,0.201,0.563

52327,0.097,0.058,0.15,0.214,0.482

52569,0.032,0.204,0.196,0.185,0.384

51241,0.078,0.173,0.157,0.247,0.344

50174,0.01,0.102,0.136,0.268,0.484

50027,0.069,0.067,0.294,0.283,0.287

50116,0.053,0.049,0.209,0.26,0.429

50106,0.077,0.064,0.153,0.226,0.48

51645,0.064,0.084,0.091,0.281,0.481

50454,0.046,0.282,0.149,0.26,0.263

51558,0.078,0.069,0.087,0.127,0.64

52594,0.034,0.078,0.256,0.247,0.385

51645,0.218,0.034,0.084,0.378,0.286

52769,0.12,0.022,0.221,0.273,0.364

51058,0.173,0.054,0.267,0.187,0.319

51232,0.195,0.051,0.233,0.199,0.322

51645,0.088,0.053,0.068,0.31,0.481

50597,0.199,0.116,0.088,0.179,0.419

51045,0.125,0.145,0.166,0.162,0.402

50597,0.214,0.124,0.162,0.165,0.335

50947,0.044,0.089,0.136,0.259,0.473

51570,0.115,0.083,0.147,0.264,0.39

50027,0.121,0.145,0.187,0.164,0.383

50835,0.144,0.138,0.281,0.162,0.275

51436,0.18,0.071,0.286,0.159,0.303

52805,0.075,0.027,0.126,0.277,0.494

51570,0.099,0.059,0.182,0.145,0.516

51232,0.12,0.06,0.285,0.2,0.335

50124,0.045,0.075,0.071,0.235,0.574

50612,0.066,0.053,0.209,0.181,0.491

50836,0.09,0.151,0.185,0.282,0.292

50174,0.03,0.125,0.172,0.21,0.462

52651,0.107,0.128,0.175,0.218,0.372

52537,0.034,0.082,0.293,0.221,0.37

50321,0.055,0.182,0.181,0.245,0.337

52654,0.035,0.102,0.123,0.151,0.589

50165,0.138,0.148,0.252,0.12,0.342

50557,0.209,0.167,0.161,0.101,0.362

50436,0.07,0.329,0.176,0.197,0.228

52171,0.122,0.044,0.151,0.177,0.505

51030,0.113,0.165,0.137,0.16,0.425

50434,0.072,0.271,0.175,0.231,0.251

50101,0.172,0.299,0.173,0.125,0.232

66716,0.153,0.212,0.126,0.167,0.341

66015,0.189,0.063,0.137,0.267,0.344

66060,0.137,0.122,0.169,0.256,0.316

67065,0.069,0.147,0.118,0.329,0.336

67567,0.107,0.131,0.12,0.211,0.43

66716,0.167,0.146,0.077,0.12,0.49

66550,0.089,0.149,0.183,0.197,0.382

67012,0.053,0.133,0.122,0.222,0.47

66865,0.151,0.082,0.212,0.225,0.331

67360,0.128,0.137,0.185,0.214,0.337

66782,0.131,0.121,0.164,0.174,0.41

67731,0.065,0.27,0.174,0.235,0.256

67831,0.163,0.13,0.126,0.232,0.348

67487,0.081,0.069,0.115,0.229,0.507

66938,0.154,0.077,0.118,0.217,0.434

66871,0.085,0.119,0.165,0.404,0.227

67127,0.112,0.144,0.128,0.271,0.346

67019,0.075,0.093,0.28,0.131,0.421

66780,0.108,0.143,0.118,0.139,0.492

67635,0.163,0.118,0.211,0.235,0.273

67482,0.106,0.118,0.148,0.243,0.385

66532,0.137,0.193,0.184,0.214,0.272

66044,0.006,0.009,0.024,0.227,0.734

67552,0.052,0.086,0.135,0.221,0.506

67352,0.061,0.05,0.295,0.282,0.312

67520,0.154,0.154,0.224,0.148,0.32

67454,0.174,0.133,0.133,0.187,0.373

67835,0.166,0.089,0.163,0.239,0.343

67835,0.143,0.084,0.143,0.232,0.399

66064,0.063,0.06,0.159,0.354,0.364

67487,0.05,0.068,0.113,0.27,0.499

67736,0.24,0.089,0.234,0.151,0.287

67672,0.218,0.156,0.247,0.129,0.25

67860,0.14,0.108,0.15,0.231,0.37

67835,0.158,0.092,0.146,0.24,0.364

67762,0.135,0.131,0.181,0.229,0.323

66863,0.034,0.079,0.256,0.302,0.33

67836,0.131,0.095,0.189,0.217,0.368

67150,0.079,0.118,0.21,0.193,0.4

67056,0.075,0.058,0.121,0.323,0.423

67952,0.153,0.107,0.137,0.239,0.364

67835,0.126,0.075,0.163,0.225,0.412

66550,0.01,0.116,0.161,0.136,0.577

66060,0.026,0.069,0.09,0.182,0.634

66942,0.171,0.142,0.087,0.259,0.34

66201,0.029,0.019,0.075,0.224,0.654

67860,0.155,0.098,0.172,0.229,0.346

67118,0.081,0.212,0.114,0.128,0.464

67059,0.062,0.107,0.128,0.233,0.469

67354,0.168,0.123,0.091,0.147,0.471

67846,0.197,0.075,0.197,0.204,0.326

66044,0.087,0.135,0.092,0.142,0.544

67418,0.171,0.132,0.16,0.163,0.375

66072,0.14,0.053,0.121,0.285,0.4

67761,0.206,0.131,0.194,0.189,0.28

66865,0.113,0.111,0.133,0.3,0.344

67476,0.12,0.065,0.106,0.313,0.396

67428,0.101,0.068,0.209,0.279,0.343

66438,0.048,0.049,0.233,0.263,0.407

67864,0.164,0.123,0.115,0.235,0.362

66072,0.071,0.044,0.095,0.25,0.54

67418,0.173,0.116,0.144,0.18,0.388

67333,0.164,0.132,0.102,0.195,0.407

66859,0.11,0.094,0.148,0.244,0.404

67950,0.12,0.113,0.144,0.218,0.405

66550,0.035,0.094,0.203,0.236,0.432

66772,0.133,0.204,0.12,0.127,0.416

67521,0.15,0.083,0.199,0.198,0.371

67654,0.161,0.163,0.177,0.225,0.275

66871,0.018,0.09,0.088,0.24,0.564

67437,0.174,0.233,0.163,0.136,0.293

67418,0.131,0.117,0.164,0.191,0.396

67567,0.053,0.096,0.137,0.217,0.497

67664,0.15,0.244,0.126,0.19,0.29

66427,0.012,0.057,0.145,0.236,0.55

67583,0.02,0.183,0.101,0.309,0.387

67745,0.128,0.174,0.209,0.22,0.268

67583,0.135,0.077,0.143,0.191,0.454

66938,0.183,0.073,0.076,0.295,0.373

67554,0.153,0.086,0.11,0.241,0.41

67432,0.03,0.05,0.124,0.261,0.535

67639,0.179,0.22,0.218,0.123,0.26

67520,0.11,0.122,0.182,0.183,0.403

67481,0.16,0.174,0.174,0.157,0.335

67442,0.126,0.133,0.175,0.209,0.357

67871,0.197,0.09,0.19,0.21,0.313

67278,0.06,0.055,0.126,0.26,0.499

67952,0.138,0.14,0.092,0.226,0.403

66622,0.009,0.078,0.095,0.184,0.633

67753,0.231,0.112,0.236,0.154,0.267

67762,0.1,0.27,0.159,0.24,0.231

67638,0.142,0.257,0.088,0.195,0.319

67583,0.041,0.125,0.109,0.252,0.472

67878,0.127,0.098,0.172,0.216,0.388

67952,0.122,0.132,0.112,0.225,0.408

67118,0.104,0.039,0.115,0.298,0.444

67753,0.188,0.157,0.208,0.184,0.263

67631,0.203,0.115,0.256,0.137,0.291

66507,0.011,0.077,0.12,0.201,0.591

67762,0.128,0.21,0.154,0.246,0.262

66944,0.148,0.075,0.111,0.234,0.432

67863,0.173,0.112,0.184,0.219,0.313

66720,0.125,0.148,0.145,0.184,0.398

66777,0.092,0.175,0.171,0.247,0.314

66105,0.025,0.056,0.076,0.178,0.665

42720,0.076,0.115,0.167,0.243,0.399

42120,0.101,0.072,0.097,0.211,0.519

40372,0.062,0.01,0.044,0.483,0.401

42060,0.107,0.033,0.198,0.257,0.404

42746,0.053,0.093,0.09,0.176,0.588

40322,0.076,0.058,0.084,0.339,0.443

40940,0.146,0.094,0.12,0.199,0.44

41022,0.08,0.087,0.081,0.232,0.52

40374,0.024,0.037,0.042,0.129,0.769

41105,0.084,0.125,0.202,0.235,0.354

40328,0.092,0.037,0.112,0.161,0.598

41061,0.056,0.249,0.065,0.238,0.392

41348,0.114,0.081,0.126,0.241,0.438

40178,0.023,0.146,0.177,0.138,0.517

40299,0.037,0.091,0.156,0.181,0.535

42261,0.066,0.097,0.133,0.17,0.535

42408,0.059,0.067,0.26,0.177,0.438

42036,0.066,0.084,0.248,0.17,0.432

41073,0.073,0.085,0.134,0.278,0.43

42069,0.104,0.045,0.188,0.236,0.428

40011,0.155,0.171,0.12,0.208,0.346

41146,0.069,0.102,0.122,0.324,0.383

42528,0.164,0.076,0.161,0.154,0.444

42464,0.06,0.118,0.178,0.279,0.365

40515,0.083,0.093,0.11,0.233,0.48

40983,0.153,0.082,0.165,0.16,0.44

42717,0.096,0.115,0.248,0.165,0.375

42033,0.121,0.117,0.29,0.153,0.319

42167,0.067,0.106,0.224,0.229,0.374

42376,0.055,0.057,0.122,0.236,0.531

42160,0.055,0.057,0.086,0.179,0.624

41164,0.117,0.1,0.051,0.289,0.443

40472,0.082,0.151,0.09,0.275,0.402

40526,0.031,0.051,0.066,0.202,0.65

41037,0.068,0.069,0.075,0.287,0.502

41649,0.131,0.066,0.129,0.134,0.54

40003,0.088,0.036,0.142,0.214,0.521

42050,0.1,0.102,0.202,0.217,0.38

41095,0.076,0.048,0.198,0.211,0.466

40461,0.077,0.043,0.063,0.276,0.54

41040,0.047,0.056,0.183,0.106,0.608

42069,0.103,0.069,0.266,0.222,0.34

42261,0.043,0.042,0.134,0.154,0.627

42746,0.063,0.076,0.127,0.247,0.488

41166,0.092,0.101,0.236,0.228,0.342

42368,0.019,0.08,0.121,0.235,0.546

42732,0.057,0.062,0.106,0.217,0.558

40964,0.076,0.093,0.098,0.126,0.606

41040,0.073,0.044,0.031,0.047,0.804

42746,0.053,0.034,0.118,0.185,0.61

42406,0.072,0.061,0.136,0.229,0.501

40007,0.093,0.082,0.174,0.254,0.398

42066,0.097,0.065,0.221,0.202,0.415

42464,0.04,0.067,0.174,0.217,0.502

40445,0.183,0.068,0.092,0.235,0.421

40209,0.036,0.048,0.083,0.23,0.602

40356,0.022,0.036,0.104,0.21,0.628

41234,0.102,0.053,0.106,0.127,0.612

45999,0.052,0.056,0.146,0.245,0.5

41831,0.157,0.073,0.13,0.142,0.497

40995,0.187,0.073,0.103,0.165,0.471

42784,0.074,0.053,0.09,0.213,0.57

40724,0.201,0.047,0.083,0.152,0.517

41264,0.155,0.091,0.151,0.125,0.479

41365,0.129,0.069,0.129,0.273,0.399

41749,0.094,0.103,0.142,0.174,0.487

41810,0.078,0.05,0.127,0.122,0.624

41166,0.057,0.081,0.21,0.296,0.357

40461,0.172,0.054,0.093,0.172,0.509

42083,0.08,0.1,0.29,0.191,0.339

42261,0.099,0.1,0.08,0.198,0.523

42055,0.052,0.11,0.316,0.138,0.384

42069,0.085,0.058,0.232,0.255,0.37

42638,0.096,0.116,0.143,0.203,0.441

42376,0.081,0.105,0.107,0.249,0.459

40461,0.088,0.094,0.114,0.233,0.471

41426,0.107,0.078,0.111,0.164,0.54

40328,0.046,0.082,0.074,0.144,0.654

42036,0.061,0.083,0.28,0.18,0.395

41224,0.108,0.055,0.096,0.104,0.637

41096,0.056,0.119,0.061,0.284,0.479

40104,0.018,0.154,0.115,0.154,0.559

40322,0.161,0.088,0.067,0.215,0.468

40372,0.047,0.012,0.178,0.195,0.567

42746,0.048,0.109,0.134,0.222,0.487

42167,0.082,0.134,0.185,0.15,0.448

40360,0.03,0.041,0.085,0.392,0.452

41352,0.133,0.116,0.071,0.182,0.498

42464,0.035,0.154,0.123,0.2,0.488

40048,0.033,0.106,0.068,0.244,0.548

40374,0.023,0.025,0.09,0.271,0.591

42376,0.064,0.145,0.109,0.19,0.492

40055,0.025,0.039,0.098,0.278,0.56

41010,0.091,0.039,0.114,0.198,0.558

41386,0.121,0.058,0.157,0.282,0.382

41006,0.035,0.121,0.103,0.129,0.613

41367,0.123,0.093,0.111,0.171,0.502

41542,0.096,0.088,0.123,0.148,0.545

40472,0.112,0.099,0.102,0.232,0.455

42518,0.13,0.123,0.096,0.164,0.487

41064,0.048,0.123,0.039,0.204,0.586

40445,0.215,0.079,0.075,0.157,0.474

41164,0.159,0.097,0.047,0.231,0.467

42528,0.096,0.138,0.195,0.206,0.365

41010,0.04,0.044,0.076,0.081,0.759

40003,0.092,0.107,0.054,0.261,0.487

42170,0.137,0.066,0.162,0.208,0.426

40013,0.032,0.058,0.047,0.41,0.453

42718,0.073,0.073,0.111,0.21,0.533

42286,0.058,0.147,0.135,0.266,0.394

42232,0.066,0.053,0.131,0.152,0.597

40055,0.134,0.172,0.135,0.217,0.342

42461,0.211,0.079,0.229,0.172,0.309

42170,0.076,0.067,0.063,0.185,0.609

40330,0.035,0.066,0.116,0.221,0.562

42518,0.102,0.151,0.16,0.169,0.417

42406,0.088,0.084,0.167,0.21,0.451

40940,0.176,0.062,0.113,0.174,0.476

41365,0.14,0.095,0.114,0.203,0.448

40510,0.042,0.017,0.049,0.193,0.698

70583,0.122,0.111,0.138,0.265,0.362

70648,0.196,0.07,0.118,0.2,0.416

70725,0.049,0.092,0.142,0.148,0.569

70339,0.079,0.034,0.213,0.206,0.468

71333,0.13,0.092,0.073,0.246,0.459

70661,0.086,0.069,0.169,0.191,0.486

71080,0.078,0.052,0.17,0.291,0.409

71018,0.068,0.096,0.144,0.225,0.468

71102,0.058,0.079,0.158,0.209,0.497

70616,0.102,0.139,0.077,0.212,0.471

71415,0.102,0.061,0.098,0.241,0.498

70632,0.089,0.127,0.079,0.201,0.505

71326,0.11,0.056,0.086,0.147,0.6

71079,0.146,0.068,0.04,0.273,0.473

71326,0.11,0.104,0.112,0.095,0.579

71027,0.035,0.075,0.132,0.162,0.596

70803,0.052,0.031,0.09,0.183,0.642

71237,0.022,0.046,0.121,0.137,0.674

70789,0.067,0.053,0.095,0.366,0.42

70570,0.215,0.077,0.111,0.211,0.387

71324,0.123,0.054,0.102,0.156,0.565

71467,0.086,0.041,0.109,0.229,0.535

70518,0.112,0.084,0.085,0.253,0.467

70788,0.061,0.021,0.084,0.19,0.644

71270,0.116,0.083,0.127,0.29,0.383

70096,0.044,0.031,0.066,0.174,0.685

70581,0.249,0.111,0.09,0.196,0.354

70598,0.062,0.083,0.105,0.217,0.533

70373,0.078,0.039,0.159,0.151,0.573

71371,0.082,0.035,0.089,0.223,0.571

71270,0.102,0.08,0.111,0.29,0.417

70733,0.06,0.043,0.144,0.29,0.463

71282,0.034,0.068,0.109,0.172,0.617

71220,0.039,0.105,0.124,0.166,0.566

71450,0.096,0.063,0.113,0.167,0.561

70153,0.019,0.034,0.087,0.206,0.654

71240,0.076,0.098,0.121,0.229,0.476

70082,0.065,0.035,0.165,0.222,0.513

70729,0.044,0.082,0.068,0.198,0.608

71303,0.106,0.046,0.087,0.236,0.524

71034,0.068,0.081,0.135,0.189,0.527

71232,0.066,0.08,0.126,0.194,0.534

71426,0.098,0.08,0.113,0.145,0.564

70043,0.035,0.075,0.136,0.23,0.524

70070,0.093,0.048,0.027,0.165,0.667

70744,0.064,0.126,0.138,0.237,0.434

70071,0.034,0.099,0.202,0.061,0.603

70051,0.096,0.059,0.19,0.079,0.577

71356,0.064,0.105,0.117,0.199,0.515

70521,0.069,0.11,0.096,0.178,0.548

70381,0.066,0.02,0.179,0.28,0.454

70457,0.031,0.073,0.074,0.211,0.611

70456,0.066,0.072,0.103,0.193,0.566

71326,0.081,0.064,0.097,0.134,0.625

70356,0.068,0.052,0.14,0.221,0.519

71270,0.071,0.142,0.106,0.244,0.436

70510,0.076,0.088,0.115,0.271,0.449

70639,0.092,0.066,0.145,0.244,0.453

70435,0.103,0.046,0.148,0.242,0.461

71018,0.134,0.044,0.063,0.265,0.494

70729,0.044,0.04,0.07,0.197,0.649

71242,0.022,0.063,0.124,0.114,0.677

70782,0.072,0.13,0.037,0.265,0.496

71410,0.086,0.106,0.13,0.236,0.443

04241,0.083,0.099,0.041,0.199,0.577

04734,0.143,0.047,0.12,0.243,0.447

04104,0.05,0.053,0.046,0.182,0.669

