Zip Code,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
29927,0.129,0.055,0.056,0.201,0.559

29130,0.062,0.019,0.114,0.189,0.616

29067,0.067,0.068,0.048,0.224,0.594

29692,0.09,0.102,0.164,0.214,0.43

29550,0.123,0.06,0.154,0.157,0.506

29123,0.044,0.038,0.129,0.214,0.576

29845,0.072,0.115,0.106,0.202,0.505

29571,0.28,0.036,0.182,0.127,0.376

29525,0.155,0.027,0.153,0.149,0.515

29127,0.078,0.128,0.062,0.202,0.529

29675,0.142,0.061,0.103,0.221,0.472

29116,0.135,0.056,0.111,0.169,0.529

29634,0.066,0.059,0.146,0.236,0.493

29216,0.03,0.016,0.099,0.235,0.62

29666,0.053,0.095,0.117,0.206,0.529

29373,0.06,0.091,0.126,0.227,0.496

29062,0.128,0.054,0.154,0.182,0.483

29395,0.14,0.02,0.074,0.305,0.462

29560,0.034,0.057,0.12,0.158,0.631

29743,0.057,0.074,0.062,0.204,0.602

57368,0.239,0.073,0.236,0.15,0.302

57399,0.234,0.104,0.147,0.173,0.342

57560,0.147,0.052,0.117,0.327,0.356

57376,0.108,0.205,0.198,0.193,0.295

57061,0.04,0.124,0.263,0.229,0.345

57479,0.256,0.098,0.142,0.166,0.338

57383,0.163,0.075,0.168,0.264,0.33

57341,0.161,0.059,0.157,0.253,0.371

57762,0.12,0.085,0.153,0.204,0.438

57632,0.155,0.167,0.122,0.277,0.278

57342,0.117,0.149,0.254,0.192,0.288

57258,0.211,0.147,0.172,0.125,0.345

57004,0.091,0.178,0.116,0.243,0.373

57245,0.185,0.144,0.25,0.117,0.305

57639,0.144,0.19,0.134,0.285,0.247

57773,0.132,0.088,0.156,0.229,0.396

57359,0.249,0.074,0.303,0.107,0.267

57261,0.256,0.14,0.175,0.118,0.311

57218,0.136,0.111,0.275,0.169,0.309

57661,0.069,0.057,0.141,0.237,0.497

57342,0.189,0.108,0.269,0.146,0.289

57466,0.217,0.088,0.15,0.197,0.348

57763,0.141,0.093,0.152,0.25,0.364

57466,0.205,0.079,0.146,0.198,0.372

57259,0.259,0.129,0.232,0.12,0.26

57533,0.113,0.118,0.206,0.264,0.299

57553,0.117,0.051,0.151,0.241,0.44

57223,0.119,0.143,0.256,0.137,0.345

57345,0.182,0.071,0.147,0.225,0.376

57366,0.185,0.107,0.269,0.148,0.29

57776,0.105,0.068,0.145,0.235,0.446

57522,0.091,0.027,0.109,0.251,0.523

57366,0.129,0.163,0.199,0.188,0.321

57536,0.142,0.053,0.142,0.234,0.43

57547,0.129,0.052,0.136,0.281,0.401

57355,0.233,0.073,0.185,0.184,0.326

57562,0.115,0.03,0.101,0.293,0.462

57214,0.128,0.13,0.217,0.184,0.341

57050,0.11,0.144,0.183,0.237,0.326

57799,0.124,0.089,0.154,0.205,0.428

57001,0.078,0.181,0.106,0.25,0.385

57365,0.13,0.046,0.119,0.287,0.419

57332,0.113,0.154,0.144,0.238,0.35

57457,0.204,0.091,0.161,0.22,0.323

57421,0.196,0.146,0.183,0.161,0.313

57741,0.123,0.078,0.161,0.214,0.425

57585,0.136,0.028,0.091,0.34,0.405

57321,0.16,0.123,0.216,0.218,0.284

57003,0.087,0.187,0.106,0.251,0.369

57028,0.078,0.183,0.165,0.245,0.329

57706,0.127,0.078,0.159,0.222,0.414

57649,0.132,0.081,0.185,0.243,0.36

57455,0.131,0.067,0.147,0.225,0.431

57260,0.241,0.175,0.164,0.094,0.326

57359,0.252,0.095,0.222,0.155,0.276

57258,0.232,0.103,0.132,0.173,0.36

57537,0.08,0.024,0.104,0.245,0.546

57522,0.084,0.031,0.128,0.228,0.528

57563,0.147,0.031,0.097,0.368,0.357

57541,0.142,0.066,0.138,0.311,0.343

57036,0.084,0.176,0.115,0.251,0.375

57001,0.082,0.177,0.12,0.204,0.418

57452,0.14,0.144,0.132,0.265,0.318

57067,0.109,0.205,0.167,0.26,0.259

57622,0.105,0.053,0.172,0.235,0.434

37831,0.088,0.105,0.112,0.215,0.48

37360,0.164,0.093,0.246,0.248,0.249

38380,0.169,0.109,0.206,0.21,0.306

37321,0.082,0.122,0.131,0.251,0.415

37742,0.069,0.089,0.097,0.183,0.562

37320,0.121,0.098,0.126,0.282,0.373

37729,0.059,0.075,0.204,0.109,0.554

37110,0.209,0.089,0.238,0.182,0.282

38342,0.179,0.088,0.163,0.234,0.337

37687,0.115,0.031,0.151,0.215,0.487

37080,0.018,0.067,0.155,0.28,0.48

38044,0.108,0.068,0.122,0.362,0.34

37707,0.163,0.114,0.091,0.236,0.397

38573,0.099,0.105,0.264,0.126,0.406

37713,0.197,0.118,0.082,0.171,0.431

37360,0.165,0.09,0.174,0.208,0.363

38021,0.14,0.078,0.123,0.226,0.432

38555,0.096,0.093,0.201,0.214,0.395

37235,0.02,0.037,0.086,0.181,0.677

38380,0.175,0.171,0.168,0.168,0.318

38544,0.157,0.152,0.231,0.132,0.328

37101,0.054,0.076,0.079,0.336,0.455

38259,0.175,0.17,0.12,0.204,0.331

38066,0.022,0.001,0.089,0.205,0.682

38554,0.123,0.122,0.157,0.162,0.437

37160,0.166,0.092,0.13,0.201,0.411

38389,0.182,0.086,0.111,0.26,0.361

38455,0.061,0.068,0.192,0.237,0.441

37881,0.126,0.134,0.129,0.221,0.39

37818,0.125,0.178,0.033,0.254,0.41

37305,0.142,0.165,0.151,0.212,0.33

37890,0.157,0.113,0.121,0.189,0.42

37424,0.116,0.116,0.129,0.229,0.411

37881,0.148,0.243,0.059,0.14,0.41

38044,0.035,0.056,0.215,0.261,0.434

38365,0.142,0.14,0.107,0.241,0.371

37881,0.118,0.146,0.132,0.196,0.407

38049,0.086,0.026,0.169,0.155,0.565

38368,0.127,0.107,0.156,0.282,0.327

38256,0.092,0.09,0.264,0.207,0.347

38461,0.063,0.057,0.082,0.217,0.581

37101,0.108,0.049,0.116,0.337,0.39

37101,0.121,0.095,0.156,0.267,0.36

38562,0.138,0.128,0.249,0.093,0.392

37820,0.151,0.092,0.149,0.176,0.431

37691,0.107,0.079,0.141,0.261,0.412

37998,0.036,0.032,0.144,0.209,0.579

38079,0.133,0.143,0.166,0.201,0.357

38041,0.064,0.094,0.191,0.142,0.508

38473,0.074,0.129,0.156,0.192,0.45

38461,0.098,0.084,0.198,0.236,0.385

38453,0.126,0.187,0.106,0.214,0.367

37742,0.041,0.06,0.107,0.219,0.573

37826,0.077,0.087,0.155,0.298,0.384

38044,0.107,0.105,0.115,0.274,0.4

37150,0.146,0.085,0.215,0.083,0.47

38391,0.1,0.056,0.129,0.334,0.381

37419,0.115,0.122,0.135,0.247,0.381

38451,0.219,0.129,0.139,0.164,0.349

38461,0.119,0.07,0.19,0.156,0.466

37826,0.08,0.118,0.136,0.214,0.453

37774,0.07,0.138,0.165,0.229,0.397

42223,0.083,0.063,0.203,0.228,0.423

37359,0.173,0.101,0.176,0.235,0.316

37770,0.08,0.113,0.077,0.318,0.413

38281,0.117,0.125,0.187,0.246,0.325

38554,0.12,0.131,0.228,0.128,0.393

37097,0.18,0.148,0.137,0.159,0.376

38573,0.105,0.128,0.219,0.133,0.416

37326,0.089,0.069,0.15,0.24,0.452

38544,0.16,0.164,0.207,0.099,0.369

37321,0.096,0.154,0.113,0.154,0.483

37830,0.074,0.142,0.105,0.274,0.405

37080,0.187,0.069,0.081,0.159,0.504

37132,0.081,0.073,0.121,0.215,0.51

37892,0.121,0.144,0.154,0.219,0.362

37377,0.108,0.087,0.177,0.289,0.339

37820,0.039,0.072,0.15,0.183,0.556

38113,0.034,0.025,0.105,0.184,0.653

38548,0.088,0.091,0.202,0.113,0.507

37050,0.071,0.045,0.15,0.214,0.521

37699,0.096,0.091,0.143,0.187,0.483

37119,0.104,0.069,0.14,0.196,0.49

38053,0.081,0.025,0.223,0.138,0.533

37087,0.112,0.063,0.241,0.133,0.452

37643,0.049,0.041,0.108,0.306,0.497

37870,0.086,0.145,0.167,0.181,0.421

37110,0.145,0.147,0.147,0.239,0.323

37378,0.14,0.107,0.189,0.212,0.352

37684,0.061,0.074,0.166,0.218,0.48

38464,0.089,0.215,0.136,0.147,0.414

38241,0.093,0.135,0.228,0.251,0.292

38559,0.185,0.205,0.162,0.115,0.333

37068,0.019,0.073,0.091,0.212,0.604

37071,0.105,0.035,0.099,0.192,0.568

75886,0.172,0.104,0.095,0.088,0.541

79714,0.09,0.044,0.067,0.202,0.597

75969,0.121,0.064,0.079,0.2,0.536

78358,0.006,0.005,0.17,0.074,0.746

76351,0.081,0.053,0.099,0.091,0.676

79094,0.08,0.066,0.116,0.25,0.488

78026,0.001,0.01,0.032,0.156,0.802

78931,0.006,0.024,0.054,0.224,0.692

79371,0.018,0.106,0.06,0.217,0.598

78885,0.073,0.018,0.07,0.09,0.749

78653,0.007,0.02,0.084,0.161,0.729

76380,0.066,0.075,0.134,0.104,0.62

78387,0.001,0.003,0.052,0.19,0.753

76534,0.01,0.035,0.078,0.205,0.672

78279,0.015,0.016,0.057,0.09,0.822

78606,0.005,0.019,0.115,0.074,0.788

79351,0.039,0.115,0.125,0.107,0.614

76637,0.031,0.154,0.102,0.248,0.465

75569,0.058,0.134,0.114,0.221,0.473

77577,0.021,0.042,0.075,0.17,0.691

77803,0.012,0.038,0.067,0.347,0.537

79842,0.011,0.012,0.077,0.172,0.728

79255,0.105,0.077,0.113,0.187,0.518

78355,0.061,0.004,0.166,0.09,0.678

76432,0.085,0.077,0.066,0.239,0.534

77863,0.02,0.072,0.071,0.281,0.555

78669,0.031,0.039,0.055,0.194,0.682

78655,0.001,0.001,0.063,0.185,0.751

77978,0.019,0.028,0.179,0.071,0.703

79510,0.049,0.06,0.119,0.205,0.567

78568,0.035,0.061,0.034,0.056,0.813

75686,0.017,0.064,0.213,0.235,0.471

79039,0.099,0.064,0.124,0.252,0.462

75562,0.034,0.145,0.17,0.209,0.441

79085,0.057,0.051,0.043,0.296,0.553

77523,0.027,0.094,0.078,0.201,0.6

75780,0.123,0.063,0.148,0.192,0.475

79259,0.147,0.124,0.189,0.206,0.334

76261,0.066,0.049,0.105,0.087,0.693

79336,0.029,0.078,0.068,0.229,0.595

76949,0.039,0.056,0.093,0.241,0.572

76888,0.053,0.048,0.084,0.259,0.556

75491,0.021,0.026,0.054,0.181,0.719

79095,0.239,0.142,0.176,0.16,0.284

77412,0.004,0.044,0.078,0.228,0.645

78606,0.007,0.044,0.063,0.146,0.74

76432,0.045,0.075,0.059,0.2,0.621

76837,0.012,0.029,0.072,0.279,0.607

76272,0.118,0.026,0.056,0.207,0.594

76597,0.015,0.027,0.142,0.194,0.622

79248,0.107,0.106,0.188,0.176,0.423

79766,0.08,0.056,0.096,0.199,0.57

76943,0.026,0.071,0.072,0.225,0.606

79357,0.031,0.071,0.058,0.227,0.613

79855,0.125,0.006,0.039,0.176,0.654

79051,0.119,0.074,0.123,0.289,0.396

75372,0.024,0.019,0.059,0.141,0.757

79351,0.03,0.023,0.074,0.115,0.759

79015,0.063,0.063,0.095,0.284,0.494

75441,0.04,0.074,0.094,0.285,0.507

76272,0.016,0.025,0.046,0.204,0.709

78164,0.003,0.019,0.091,0.061,0.827

79243,0.032,0.071,0.111,0.254,0.532

78830,0.021,0.059,0.097,0.133,0.69

79240,0.139,0.065,0.147,0.21,0.439

78341,0.122,0.003,0.132,0.053,0.691

76454,0.055,0.089,0.104,0.195,0.557

79759,0.085,0.047,0.076,0.204,0.588

78828,0.016,0.047,0.145,0.101,0.691

75101,0.027,0.017,0.044,0.19,0.722

79949,0.007,0.007,0.033,0.075,0.877

76402,0.017,0.096,0.075,0.202,0.609

76656,0.009,0.029,0.061,0.187,0.715

75492,0.117,0.126,0.131,0.226,0.4

78945,0.006,0.05,0.259,0.142,0.543

79556,0.097,0.097,0.109,0.186,0.51

79221,0.049,0.063,0.043,0.216,0.629

79248,0.045,0.101,0.23,0.147,0.477

77477,0.024,0.03,0.057,0.115,0.774

75478,0.013,0.055,0.131,0.327,0.474

75860,0.025,0.121,0.085,0.137,0.632

78005,0.136,0.007,0.038,0.108,0.71

79342,0.121,0.034,0.033,0.176,0.636

77590,0.033,0.037,0.105,0.207,0.617

79330,0.034,0.079,0.067,0.207,0.612

78618,0.095,0.091,0.107,0.114,0.592

79739,0.069,0.054,0.058,0.234,0.586

78164,0.001,0.025,0.16,0.077,0.737

78604,0.001,0.001,0.091,0.078,0.828

79002,0.139,0.069,0.134,0.222,0.436

76245,0.064,0.063,0.095,0.247,0.53

75693,0.053,0.064,0.074,0.186,0.623

77876,0.025,0.047,0.04,0.348,0.54

78655,0.027,0.022,0.032,0.125,0.794

79250,0.066,0.058,0.028,0.239,0.609

79259,0.179,0.065,0.19,0.157,0.41

76637,0.019,0.085,0.137,0.267,0.493

79040,0.136,0.076,0.126,0.234,0.428

79225,0.042,0.116,0.237,0.223,0.381

77656,0.021,0.054,0.102,0.187,0.636

77572,0.019,0.024,0.069,0.152,0.736

75694,0.086,0.037,0.088,0.19,0.599

79044,0.1,0.07,0.116,0.28,0.434

79533,0.087,0.128,0.137,0.209,0.439

78606,0,0.007,0.022,0.115,0.855

79011,0.189,0.125,0.139,0.138,0.409

75156,0.043,0.072,0.127,0.197,0.56

78565,0.055,0.003,0.033,0.084,0.826

76666,0.047,0.083,0.029,0.242,0.599

79353,0.031,0.072,0.06,0.237,0.6

76467,0.009,0.122,0.135,0.124,0.61

75478,0.054,0.026,0.062,0.369,0.488

75835,0.182,0.09,0.104,0.15,0.474

79748,0.063,0.063,0.061,0.218,0.596

79938,0.013,0.003,0.076,0.029,0.88

75404,0.069,0.072,0.082,0.285,0.492

79007,0.112,0.064,0.128,0.249,0.447

76930,0.009,0.047,0.058,0.276,0.61

76458,0.009,0.018,0.012,0.37,0.592

77970,0.02,0.062,0.146,0.075,0.696

77612,0.04,0.055,0.068,0.125,0.712

79854,0.009,0.005,0.038,0.186,0.763

77703,0.036,0.075,0.11,0.171,0.608

78361,0.071,0.003,0.079,0.099,0.748

78380,0.057,0.007,0.137,0.051,0.748

76070,0.024,0.079,0.056,0.199,0.642

79533,0.064,0.079,0.121,0.193,0.543

78062,0,0.001,0.104,0.145,0.75

75156,0.063,0.058,0.041,0.155,0.682

78606,0.002,0.059,0.076,0.158,0.705

78338,0.04,0.01,0.08,0.098,0.772

79518,0.069,0.168,0.172,0.167,0.424

78003,0.059,0.149,0.167,0.154,0.472

76874,0.036,0.126,0.165,0.207,0.466

79248,0.065,0.108,0.177,0.254,0.397

78877,0.004,0.059,0.121,0.084,0.733

78379,0.063,0.015,0.075,0.121,0.726

76363,0.063,0.105,0.184,0.145,0.502

75446,0.054,0.095,0.135,0.238,0.478

79371,0.038,0.065,0.046,0.255,0.597

76824,0.024,0.019,0.077,0.233,0.648

78019,0.152,0.002,0.083,0.097,0.667

77964,0.008,0.029,0.114,0.114,0.736

78945,0.035,0.122,0.148,0.142,0.553

77850,0.089,0.078,0.111,0.192,0.531

77368,0.019,0.034,0.114,0.182,0.65

76678,0.005,0.086,0.061,0.087,0.762

79046,0.147,0.143,0.099,0.195,0.415

78022,0.005,0.003,0.081,0.189,0.722

76831,0.08,0.036,0.056,0.214,0.615

79754,0.109,0.047,0.081,0.221,0.543

79452,0.031,0.072,0.056,0.232,0.61

79383,0.032,0.068,0.054,0.222,0.624

76887,0.031,0.053,0.09,0.34,0.486

76654,0.022,0.049,0.046,0.161,0.721

78026,0.043,0.002,0.21,0.203,0.542

77831,0.065,0.032,0.097,0.337,0.469

75668,0.076,0.067,0.118,0.211,0.528

79705,0.075,0.043,0.056,0.235,0.591

76820,0.043,0.091,0.163,0.247,0.456

77483,0.004,0.051,0.113,0.161,0.67

78877,0.005,0.091,0.129,0.13,0.645

78003,0.006,0.017,0.07,0.155,0.753

76854,0.013,0.048,0.088,0.289,0.562

79711,0.083,0.044,0.066,0.219,0.588

76534,0.006,0.019,0.07,0.228,0.679

76880,0.041,0.117,0.062,0.261,0.518

79565,0.168,0.131,0.087,0.126,0.489

76261,0.041,0.08,0.129,0.22,0.529

77393,0.031,0.073,0.061,0.145,0.69

79013,0.101,0.064,0.123,0.27,0.441

75668,0.038,0.116,0.21,0.176,0.46

79234,0.067,0.053,0.084,0.206,0.591

75978,0.094,0.06,0.097,0.221,0.528

75155,0.006,0.024,0.114,0.217,0.639

77612,0.057,0.049,0.11,0.152,0.631

79556,0.09,0.072,0.108,0.187,0.544

78409,0.024,0.034,0.028,0.079,0.835

79093,0.15,0.104,0.105,0.201,0.439

79010,0.084,0.065,0.109,0.278,0.464

77626,0.051,0.07,0.105,0.157,0.618

76450,0.027,0.023,0.029,0.181,0.74

75954,0.027,0.033,0.211,0.281,0.448

76008,0.02,0.048,0.055,0.206,0.671

79053,0.033,0.081,0.089,0.277,0.521

79744,0.05,0.051,0.15,0.197,0.551

77399,0.016,0.099,0.052,0.144,0.689

79104,0.067,0.063,0.113,0.272,0.485

79846,0.003,0.003,0.032,0.174,0.789

75453,0.143,0.062,0.038,0.245,0.512

79094,0.063,0.063,0.109,0.274,0.491

76932,0.058,0.061,0.064,0.237,0.58

78879,0.03,0.065,0.164,0.187,0.554

75559,0.059,0.136,0.098,0.254,0.452

79772,0.07,0.04,0.086,0.204,0.6

78377,0.002,0.011,0.235,0.073,0.678

79059,0.16,0.074,0.133,0.205,0.427

76687,0.014,0.041,0.055,0.334,0.555

75132,0.033,0.041,0.101,0.18,0.645

76933,0.033,0.039,0.104,0.228,0.596

75658,0.038,0.04,0.101,0.331,0.491

75959,0.105,0.046,0.103,0.15,0.596

75961,0.096,0.033,0.07,0.222,0.58

77364,0.009,0.064,0.082,0.112,0.733

78387,0.015,0.02,0.053,0.074,0.838

76877,0.026,0.101,0.099,0.255,0.519

76936,0.002,0.029,0.054,0.271,0.644

79527,0.143,0.177,0.127,0.09,0.463

79533,0.061,0.099,0.14,0.183,0.518

75954,0.025,0.035,0.117,0.369,0.453

73960,0.125,0.073,0.129,0.267,0.406

75757,0.108,0.091,0.104,0.168,0.529

76070,0.027,0.161,0.133,0.201,0.477

78361,0.039,0.008,0.023,0.1,0.831

76450,0.058,0.149,0.221,0.127,0.445

76951,0.032,0.077,0.067,0.252,0.572

79540,0.084,0.122,0.12,0.224,0.449

76950,0.009,0.042,0.08,0.209,0.659

79094,0.084,0.075,0.053,0.255,0.532

76197,0.023,0.034,0.077,0.144,0.722

79699,0.054,0.059,0.12,0.191,0.575

78851,0.021,0.061,0.167,0.154,0.597

79316,0.034,0.066,0.061,0.226,0.613

76483,0.073,0.135,0.172,0.118,0.501

75456,0.019,0.117,0.191,0.264,0.409

76958,0.007,0.038,0.071,0.271,0.613

78710,0.015,0.008,0.024,0.158,0.795

75845,0.052,0.077,0.065,0.181,0.625

77616,0.021,0.066,0.054,0.155,0.703

75693,0.051,0.076,0.104,0.179,0.59

79752,0.077,0.058,0.088,0.21,0.567

78801,0.014,0.022,0.136,0.081,0.747

78843,0.003,0.05,0.09,0.072,0.784

75756,0.138,0.143,0.151,0.161,0.407

77903,0.008,0.039,0.138,0.058,0.757

77334,0.029,0.058,0.079,0.179,0.655

77446,0.016,0.06,0.07,0.236,0.618

79788,0.08,0.052,0.094,0.197,0.577

77834,0.02,0.031,0.087,0.328,0.534

78369,0.033,0,0.064,0.136,0.767

77432,0.011,0.072,0.076,0.216,0.625

79096,0.23,0.139,0.158,0.126,0.346

76311,0.073,0.046,0.096,0.092,0.692

79225,0.046,0.081,0.171,0.168,0.535

78598,0.034,0.015,0.067,0.064,0.82

78651,0.016,0.033,0.065,0.177,0.708

78143,0,0.003,0.072,0.208,0.716

79745,0.087,0.05,0.086,0.196,0.581

76458,0.008,0.127,0.046,0.17,0.649

75444,0.046,0.073,0.071,0.283,0.526

79355,0.084,0.035,0.065,0.254,0.561

76389,0.062,0.063,0.086,0.144,0.645

78361,0.047,0.001,0.035,0.138,0.779

78829,0.036,0.075,0.115,0.138,0.635

84731,0.099,0.026,0.271,0.283,0.32

84334,0.084,0.116,0.111,0.27,0.419

84320,0.09,0.108,0.08,0.31,0.411

84539,0.107,0.134,0.114,0.293,0.353

84023,0.091,0.296,0.102,0.33,0.181

84056,0.035,0.055,0.077,0.314,0.518

84027,0.051,0.259,0.033,0.469,0.188

84513,0.122,0.109,0.106,0.239,0.424

84776,0.062,0.056,0.232,0.264,0.386

84540,0.056,0.111,0.098,0.176,0.558

84772,0.065,0.036,0.22,0.262,0.417

84645,0.335,0.023,0.079,0.193,0.369

84741,0.061,0.041,0.226,0.227,0.445

84644,0.432,0.023,0.088,0.171,0.286

84017,0.092,0.155,0.053,0.37,0.33

84740,0.097,0.061,0.266,0.3,0.276

84028,0.077,0.113,0.062,0.327,0.421

84114,0.028,0.032,0.094,0.202,0.644

84536,0.04,0.064,0.042,0.21,0.644

84623,0.107,0.043,0.104,0.273,0.473

84724,0.152,0.096,0.171,0.3,0.282

84061,0.018,0.1,0.054,0.177,0.651

84080,0.002,0.114,0.141,0.212,0.532

84008,0.121,0.269,0.046,0.389,0.175

84633,0.068,0.035,0.195,0.244,0.458

84049,0.039,0.063,0.056,0.254,0.588

84737,0.034,0.056,0.123,0.269,0.518

84773,0.068,0.129,0.114,0.269,0.42

84412,0.066,0.089,0.072,0.287,0.486

05778,0.029,0.045,0.086,0.139,0.702

05776,0.028,0.058,0.061,0.084,0.77

05848,0.076,0.121,0.078,0.154,0.57

05407,0.031,0.07,0.065,0.115,0.718

05904,0.054,0.075,0.083,0.158,0.631

05470,0.042,0.058,0.056,0.134,0.71

05440,0.031,0.039,0.088,0.113,0.729

05662,0.027,0.181,0.062,0.141,0.59

05058,0.029,0.095,0.073,0.107,0.696

05875,0.07,0.174,0.061,0.149,0.546

05777,0.031,0.037,0.088,0.205,0.639

05678,0.051,0.19,0.104,0.05,0.604

05360,0.075,0.031,0.035,0.151,0.708

05009,0.061,0.055,0.03,0.227,0.627

23341,0.001,0.019,0.055,0.1,0.824

22924,0.023,0.022,0.054,0.093,0.81

24426,0.145,0.034,0.123,0.174,0.525

23850,0.013,0.069,0.116,0.13,0.672

24526,0.064,0.033,0.074,0.204,0.625

24553,0.063,0.018,0.105,0.204,0.61

22241,0.01,0.018,0.035,0.187,0.75

24431,0.029,0.037,0.061,0.173,0.701

24432,0.099,0.045,0.121,0.165,0.57

24526,0.052,0.09,0.115,0.248,0.495

24318,0.081,0.114,0.2,0.166,0.44

24438,0.043,0.079,0.106,0.221,0.551

23821,0.006,0.003,0.158,0.145,0.688

24627,0.037,0.099,0.219,0.181,0.463

24590,0.02,0.01,0.124,0.132,0.714

23963,0.07,0.04,0.083,0.222,0.585

22538,0.047,0.032,0.031,0.14,0.75

24351,0.064,0.073,0.084,0.285,0.496

23140,0.017,0.02,0.103,0.177,0.683

23963,0.084,0.025,0.148,0.133,0.61

23297,0.026,0.03,0.08,0.216,0.649

22646,0.013,0.036,0.057,0.154,0.74

24426,0.017,0.022,0.148,0.182,0.632

22737,0.053,0.068,0.013,0.213,0.653

23139,0.012,0.055,0.098,0.137,0.699

24269,0.031,0.129,0.129,0.182,0.528

23841,0.022,0.016,0.104,0.193,0.664

22504,0.016,0.081,0.181,0.16,0.563

20069,0.018,0.016,0.054,0.163,0.748

20119,0.04,0.013,0.042,0.133,0.772

24072,0.079,0.063,0.092,0.256,0.51

24590,0.037,0.014,0.077,0.1,0.772

24176,0.074,0.098,0.069,0.189,0.57

22663,0.026,0.048,0.048,0.264,0.614

24093,0.066,0.09,0.14,0.137,0.567

23178,0.003,0.004,0.035,0.234,0.724

23084,0.034,0.043,0.065,0.097,0.761

24378,0.141,0.065,0.07,0.196,0.527

22973,0.011,0.038,0.052,0.153,0.747

23879,0.014,0.002,0.145,0.158,0.681

24535,0.092,0.028,0.072,0.165,0.643

23069,0.043,0.052,0.087,0.25,0.568

23238,0.04,0.037,0.071,0.191,0.662

24089,0.063,0.085,0.132,0.154,0.566

24484,0.059,0.041,0.103,0.197,0.599

23866,0.039,0.055,0.059,0.277,0.569

23127,0.006,0.008,0.005,0.231,0.75

23161,0.007,0.041,0.149,0.191,0.612

22526,0.151,0.044,0.086,0.053,0.666

23177,0.012,0.072,0.201,0.169,0.546

22507,0.001,0.022,0.121,0.178,0.678

24244,0.107,0.135,0.072,0.104,0.582

20131,0.014,0.012,0.038,0.173,0.763

23024,0.025,0.045,0.036,0.146,0.748

23923,0.068,0.006,0.134,0.143,0.649

22973,0.017,0.097,0.064,0.154,0.668

23064,0.001,0.001,0.049,0.19,0.76

23915,0.063,0.022,0.128,0.14,0.648

23149,0.001,0.004,0.103,0.237,0.654

24060,0.056,0.042,0.09,0.171,0.64

24553,0.011,0.015,0.106,0.167,0.701

23181,0.008,0.035,0.079,0.17,0.708

23486,0.001,0.037,0.089,0.112,0.761

22539,0.017,0.038,0.095,0.141,0.71

23930,0.044,0.014,0.099,0.182,0.661

22960,0.033,0.132,0.038,0.153,0.643

22650,0.025,0.052,0.237,0.166,0.52

24380,0.042,0.098,0.166,0.203,0.491

24549,0.106,0.045,0.147,0.135,0.567

23139,0.012,0.092,0.074,0.162,0.66

23958,0.059,0.009,0.138,0.154,0.64

23830,0.033,0.033,0.127,0.189,0.619

20143,0.047,0.027,0.055,0.11,0.761

24058,0.083,0.055,0.166,0.173,0.523

22749,0.023,0.019,0.077,0.164,0.717

22520,0.015,0.07,0.109,0.167,0.64

24015,0.065,0.045,0.077,0.205,0.607

24439,0.015,0.112,0.068,0.13,0.675

22853,0.034,0.062,0.139,0.212,0.553

24646,0.082,0.137,0.212,0.24,0.329

24244,0.074,0.124,0.121,0.157,0.523

22641,0.023,0.039,0.136,0.288,0.514

24374,0.087,0.079,0.237,0.182,0.415

23888,0.019,0.013,0.063,0.216,0.69

22565,0.05,0.019,0.03,0.115,0.785

22134,0.045,0.035,0.097,0.095,0.728

23888,0.006,0.021,0.003,0.249,0.721

23884,0.012,0.012,0.06,0.218,0.698

24613,0.062,0.104,0.264,0.16,0.41

22663,0.027,0.017,0.088,0.2,0.669

24319,0.123,0.099,0.144,0.266,0.368

22520,0.079,0.036,0.127,0.127,0.631

24216,0.025,0.075,0.099,0.158,0.643

24374,0.096,0.075,0.172,0.21,0.447

23090,0.006,0.021,0.024,0.162,0.786

22311,0.032,0.02,0.065,0.17,0.712

24209,0.174,0.125,0.075,0.273,0.352

24416,0.018,0.15,0.068,0.125,0.639

22905,0.023,0.019,0.05,0.075,0.833

23464,0.018,0.025,0.095,0.182,0.68

23834,0.044,0.045,0.126,0.177,0.608

24426,0.184,0.017,0.133,0.188,0.478

24541,0.087,0.043,0.209,0.127,0.534

23847,0.015,0.001,0.148,0.148,0.687

22032,0.025,0.015,0.075,0.173,0.712

